x1	y1	x2	y2	edge_id	perfusion_status
1169.494	165.4559999999999	1170.68	117.41799999999988	49	1
157.751	1033.087	198.079	1047.32	50	1
1111.375	1081.717	1155.853	1092.3919999999998	51	1
1193.809	833.2289999999999	1203.297	794.6809999999999	52	1
34.99	370.6509999999999	68.794	339.21899999999994	53	1
103.784	411.5709999999999	136.401	432.328	54	1
1174.831	1087.054	1187.285	1049.099	55	1
1011.742	209.3409999999999	1023.603	253.8199999999999	56	1
134.622	269.2389999999999	142.925	228.31899999999996	57	1
198.672	1194.396	240.778	1198.548	58	1
942.356	705.7239999999999	946.507	663.617	59	1
465.544	1019.447	510.616	1015.888	60	1
686.751	1196.769	695.054	1157.034	61	1
260.349	989.794	298.897	998.097	62	0
434.705	295.33299999999997	454.869	335.66099999999994	63	1
1158.226	802.9839999999999	1186.099	832.636	64	1
110.9	840.939	143.518	871.7769999999999	65	1
383.703	1048.506	421.658	1031.9009999999998	66	0
352.271	193.32899999999995	364.132	236.0279999999999	67	1
571.107	1101.288	572.293	1147.5449999999998	68	1
452.497	507.645	465.544	541.449	69	1
505.871	1200.9199999999998	537.896	1190.838	70	1
202.823	568.7289999999999	238.999	595.4159999999999	71	1
671.925	870.5909999999999	716.404	872.9639999999999	72	0
248.488	429.9559999999999	258.57	470.876	73	1
233.661	57.52099999999996	261.535	91.91699999999992	74	1
11.268	899.058	14.826	862.882	75	1
587.119	635.151	601.352	594.823	76	1
11.268	954.804	26.687	928.71	77	1
1094.176	291.775	1120.27	263.30899999999997	78	1
1154.667	525.4369999999999	1174.238	498.1559999999999	79	1
546.792	443.00299999999993	553.315	486.295	80	1
64.642	1172.453	90.737	1138.057	81	0
1050.291	839.16	1089.432	856.951	82	1
712.252	178.50299999999993	756.731	181.46799999999985	83	1
823.746	240.7729999999999	843.316	202.2249999999999	84	1
155.972	341.5909999999999	175.543	379.54599999999994	85	1
265.093	243.145	303.048	238.99399999999991	86	1
941.169	1070.449	983.276	1060.96	87	1
555.094	339.8119999999999	558.653	384.29099999999994	88	1
596.608	842.125	614.992	804.17	89	1
222.394	12.448999999999842	233.661	53.96199999999999	90	1
546.792	443.00299999999993	582.375	417.5019999999999	91	1
115.052	936.42	127.506	895.499	92	1
109.714	155.96699999999987	143.518	132.2449999999999	93	1
549.164	237.2139999999999	584.154	210.52699999999993	94	1
316.095	386.06999999999994	330.329	346.3359999999999	95	1
824.339	1064.518	864.666	1076.973	96	1
363.539	307.7869999999999	368.284	265.08799999999997	97	1
1168.307	1177.791	1188.471	1150.511	98	1
1111.968	1194.989	1136.876	1164.1509999999998	99	1
829.083	71.7539999999999	832.048	30.24000000000001	100	1
419.286	755.54	422.251	713.433	101	1
1005.219	125.12799999999991	1030.72	156.55999999999997	102	1
1193.809	833.2289999999999	1198.553	869.9979999999999	103	1
1106.63	1005.214	1111.375	962.514	104	1
1070.454	46.25299999999993	1101.886	71.7539999999999	105	1
507.057	1180.756	534.338	1148.732	106	1
271.024	968.444	312.537	970.817	107	1
582.968	201.0379999999999	598.387	163.67599999999993	108	1
382.517	717.5849999999999	422.251	713.433	109	1
773.93	243.73799999999991	783.418	284.6579999999999	110	1
832.048	30.24000000000001	864.073	9.482999999999947	111	1
1069.861	1119.079	1105.444	1140.429	112	1
1068.675	1015.295	1080.536	975.561	113	1
335.666	730.039	361.76	708.689	114	1
921.006	1159.999	958.368	1151.104	115	1
520.104	804.7629999999999	529.593	835.0079999999999	116	1
1014.115	983.271	1016.487	944.722	117	1
924.564	244.3309999999999	946.507	209.3409999999999	118	1
278.733	94.88300000000004	317.875	90.731	119	1
578.223	1153.476	605.503	1182.535	120	1
90.737	1138.057	115.052	1162.3719999999998	121	1
1104.258	866.4399999999999	1120.863	900.837	122	1
774.523	839.7529999999999	783.418	880.0799999999999	123	1
921.006	579.404	944.728	547.3789999999999	124	1
337.445	131.05899999999997	339.224	173.75800000000004	125	1
582.375	255.00599999999997	593.643	215.8649999999999	126	1
317.875	90.731	345.155	63.45100000000002	127	0
1193.809	193.32899999999995	1198.553	175.53700000000003	128	1
1030.72	156.55999999999997	1039.023	196.294	129	1
1070.454	789.9369999999999	1100.7	764.435	130	1
1017.673	638.709	1032.499	622.6969999999999	131	1
1202.111	434.69999999999993	1204.483	395.559	132	1
963.705	670.141	986.241	701.5719999999999	133	1
533.745	112.67399999999998	555.094	146.47799999999984	134	1
71.759	1006.993	100.225	982.085	135	1
832.641	78.27700000000004	874.748	75.90499999999997	136	1
941.169	1084.089	977.346	1100.695	137	1
990.393	826.7059999999999	1012.928	835.0079999999999	138	1
1116.712	772.7379999999999	1130.945	809.507	139	1
311.351	776.8889999999999	335.073	808.3209999999999	140	0
1047.325	663.617	1059.186	699.7929999999999	141	1
947.693	643.453	963.705	670.141	142	1
221.207	269.2389999999999	247.302	238.40099999999995	143	1
224.766	920.407	246.116	945.909	144	1
438.264	435.2929999999999	453.09	471.46899999999994	145	1
562.211	1189.652	578.223	1153.476	146	1
763.848	177.31600000000003	765.034	136.98900000000003	147	1
1156.446	730.039	1193.216	743.679	148	1
753.766	1052.657	762.662	1014.702	149	1
429.961	1097.136	460.799	1117.893	150	1
909.738	266.86699999999996	925.75	302.44999999999993	151	1
720.555	709.2819999999999	722.334	668.361	152	1
226.545	119.79099999999994	253.232	145.29199999999992	153	1
1190.843	899.058	1198.553	869.9979999999999	154	1
555.687	387.256	582.375	417.5019999999999	155	1
1068.675	517.727	1085.281	550.938	156	1
580.595	336.847	587.119	374.8019999999999	157	1
1112.561	711.0609999999999	1114.933	750.202	158	1
205.788	1169.4879999999998	241.964	1180.756	159	1
252.046	156.55999999999997	272.803	187.3979999999999	160	1
852.212	306.0079999999999	864.666	269.832	161	1
460.799	662.4309999999999	470.288	699.7929999999999	162	1
1176.61	769.18	1203.297	794.6809999999999	163	1
1154.667	1132.126	1188.471	1150.511	164	1
541.454	752.574	571.7	771.5519999999999	165	1
1045.546	766.808	1072.233	740.1199999999999	166	0
378.366	413.943	408.018	436.4789999999999	167	1
159.53	230.69099999999992	194.52	215.2719999999999	168	1
925.75	1097.729	932.274	1136.277	169	1
580.002	101.40599999999996	584.747	136.39599999999996	170	1
537.303	734.1899999999999	558.653	702.165	171	1
617.958	42.100999999999885	651.761	31.42599999999993	172	1
964.298	234.842	979.125	207.5619999999999	173	1
1018.859	1168.895	1035.464	1136.871	174	1
529.593	835.0079999999999	550.943	864.068	175	0
441.822	434.69999999999993	454.869	399.117	176	1
562.804	1010.551	594.236	1031.9009999999998	177	1
760.882	212.899	797.058	203.41099999999992	178	1
154.193	268.64599999999996	159.53	230.69099999999992	179	1
460.799	1117.893	466.137	1079.938	180	1
62.27	763.8419999999999	88.364	738.3409999999999	181	1
390.82	690.8969999999999	422.251	713.433	182	1
571.7	706.91	598.98	727.6659999999999	183	1
247.302	11.26299999999992	283.478	7.110999999999876	184	1
83.62	255.00599999999997	100.225	288.80999999999995	185	1
271.617	470.876	306.014	482.737	186	1
805.361	569.3219999999999	840.351	555.6819999999999	187	0
